64	4	5	1	9998	9998	3	2	9998	9998	9998	0	0	1	0	0	1	1	0	0	0	73	73	71	73	76	73	76	73	0	0	73	76	9	8	0	73	2	73	9	1	9998	1	1	1	3	1	1	0	0	1	1	2	3	8	1984	0	1	4	5	77
65	9998	9998	1	9998	9998	9998	9998	9998	3	2	0	0	1	0	0	0	0	0	0	0	73	73	0	73	0	73	0	73	0	0	73	0	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	77
66	9998	1	3	2	4	9998	9998	9998	9998	9998	0	1	1	1	1	0	0	0	0	0	72	72	72	73	76	72	72	73	74	72	74	74	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	77
67	9998	1	9998	3	9998	9998	9998	9998	2	9998	0	1	0	1	0	0	0	0	1	0	72	79	72	73	0	72	72	73	74	72	74	74	10	8	0	72	2	79	1	1	9998	2	2	2	3	0	1	1	0	1	1	4	3	8	1986	0	1	3	5	77
68	9998	9998	9998	9998	9998	9998	9998	2	1	3	0	0	0	1	0	0	0	1	1	0	74	74	72	73	71	72	72	73	74	72	74	74	6	4	0	78	2	72	2	9	9998	5	3	3	2	0	1	0	0	0	0	3	9	5	1999	0	2	2	3	77
69	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	41
70	5	2	1	4	3	9998	9998	9998	9998	9998	0	0	1	0	0	0	0	0	0	0	73	73	0	73	71	73	72	73	0	0	73	74	7	10	0	73	3	73	2	1	9998	1	3	2	2	1	1	0	0	1	1	9	9	6	1989	0	2	1	5	77
71	2	3	1	9998	9998	9998	9998	9998	9998	9998	1	0	0	0	0	0	0	0	0	0	73	71	71	73	71	73	72	73	71	74	73	74	10	10	1	73	2	73	2	0	9998	8	8	3	3	1	1	1	1	0	0	1	3	0	1983	0	1	2	6	232
72	9998	1	3	2	9998	9998	9998	9998	9998	9998	0	1	1	1	0	0	0	0	0	0	72	72	72	73	71	72	72	73	74	72	73	74	8	10	0	72	2	72	1	8	233	8	8	1	2	1	0	1	1	1	1	4	1	6	1987	0	2	1	5	233
73	2	9998	3	9998	9998	1	9998	9998	9998	9998	1	0	0	0	0	1	0	0	0	0	76	76	71	71	76	73	76	76	71	72	73	76	6	10	0	76	2	76	9	9	9998	8	8	1	3	1	1	9	1	0	0	2	9	5	0	9	9	99	9	41
